episode,rewards_total
424,17.7249094955
425,17.5691397745
426,14.59033628
427,19.0893072626
428,22.1897778757
429,8.6582991152
430,5.05207617552
431,-8.98139820171
432,8.0537945249
433,17.8539981129
434,2.77657817858
435,6.78103615935
436,19.0505674712
437,-94.7074738968
438,-203.067410708
439,-203.000014786
440,-203.084997441
441,-203.118294318
442,-203.106107195
443,-164.087076841
444,-203.013128642
445,-62.7683893551
446,-96.353980738
447,-203.905236051
448,-203.180155512
449,-203.008808687
450,-203.024305123
451,-194.02265605
452,-203.014529195
453,-203.064736821
454,-203.011426719
455,-203.274662663
456,-176.124238296
457,-203.04950193
458,-203.044830802
459,-203.127555033
460,-203.201191381
461,-203.064373368
462,-203.06193901
463,-203.004977312
464,-197.712690264
465,-203.92243283
466,-203.004763808
467,-203.100367792
468,-202.984739529
469,-203.017223946
470,-203.086857643
471,-203.048126649
472,-203.136093002
473,-203.608320311
474,2.67045538885
475,3.75514423438
476,-71.9303716309
477,-5.29488509707
478,-5.41782403534
479,-173.255302642
480,-171.091893881
481,-171.103568596
482,-171.392207965
483,-171.228911857
484,-171.633795357
485,-172.061762445
486,-171.098094976
487,-171.876145602
488,-171.447382467
489,-171.259209274
490,-171.148129645
491,-171.396939476
492,-171.610224241
493,-171.232862297
494,-171.688790313
495,20.7619228719
496,20.5948012413
497,20.7904000018
498,20.6632865465
499,20.545654586
500,20.6973467258
501,20.8297515097
502,20.7159217265
503,20.9080692435
504,20.568296287
505,20.6586848585
506,23.8018554564
507,23.8056485595
508,23.80564029
509,23.8056342245
510,23.8056478418
511,23.8055524175
512,23.8055983113
513,23.8056540023
514,23.8056436507
515,23.8056528655
516,23.8056230336
517,23.8056401413
518,23.8056438421
519,23.8056508933
520,23.8056420797
521,23.8056292358
522,23.8056412228
523,23.8056343212
524,23.8056476712
525,23.805637067
526,23.8056528957
527,23.8056380471
528,23.8056472691
529,23.8056466562
530,23.8056301826
531,23.8056499499
532,23.80564652
533,19.3698807384
534,13.5243041986
535,13.0982123977
536,13.3805011079
537,13.9456124387
538,12.5349478969
539,12.7265979994
540,13.1669909076
541,13.2974203335
542,13.2798185415
543,13.0417565121
544,13.4228862281
545,13.8450636121
546,13.1488851532
547,12.9705719643
548,13.3197702423
549,13.0085835358
550,12.9449528494
551,13.2210982796
552,13.3206825204
553,12.9981036195
554,13.007581526
555,13.0321216938
556,13.2892760465
557,13.3101585083
558,13.1279230508
559,12.950526175
560,13.4427462067
561,13.5926796943
562,12.9315350394
563,13.6362093953
564,12.7481503697
565,13.0344949492
566,13.4806753465
567,13.453593096
568,13.2424627199
569,13.5311638348
570,13.2197056853
571,13.4743708558
572,13.0584594594
573,13.6612409103
574,12.7505150317
575,13.2059626091
576,13.0684185836
577,13.0201682153
578,13.2265155322
579,13.2384714819
580,13.7375680546
581,13.4314464408
582,13.7181378024
583,13.2207004968
584,12.9648992087
585,13.5416967634
586,13.6131633775
587,13.6022802869
588,13.2375366061
589,13.2907061727
590,13.1617535427
591,13.5396551078
592,13.3626006113
593,12.7990214302
594,12.7515429693
595,13.2629925211
596,13.6044589734
597,13.0123864669
598,13.0460018465
599,13.5463038931
600,13.0591994213
601,13.4285364393
602,13.2338492933
603,12.9318088992
604,13.5084189216
605,13.1957529034
606,13.1786803112
607,13.4657141298
608,13.384399427
609,13.5213427911
610,12.5945864324
611,13.0121389135
612,13.6325647606
613,12.9213393994
614,13.4669077397
615,13.2560932406
616,13.3552536582
617,12.7957349127
618,13.761273853
619,13.5949510613
620,13.0080128768
621,13.6290062
622,13.3328576426
623,13.4191067295
624,13.5168849612
625,13.7131779491
626,13.2646680007
627,13.5416621261
628,13.8620309896
629,13.0293773696
630,13.2088394558
631,13.3607798837
632,13.2954836423
633,13.3519695084
634,13.0959327395
635,13.4119712252
636,13.030832346
637,12.6928909869
638,11.5980493352
639,-171.632955614
640,-171.935175005
641,-172.219912741
642,-171.480083129
643,-171.856684587
644,-171.112858605
645,-171.136730463
646,-171.117015408
647,18.5248542175
648,17.4568294593
649,17.1497653227
650,16.3575159048
651,17.7855451581
652,13.7169089932
653,18.9150160071
654,17.4111478019
655,16.2531640158
656,18.4076786167
657,16.4548247256
658,17.9591705719
659,16.2889384258
660,13.173765139
661,17.4317679236
662,18.1481329316
663,14.7903928095
664,17.467986815
665,18.5075284788
666,13.4902745504
667,17.2339641222
668,15.8016633289
669,15.2807017703
670,15.713359956
671,15.9624643033
672,17.2495136606
673,18.3093457581
674,17.4359633887
675,17.439599461
676,18.7712809968
677,17.3026262972
678,19.6960072188
679,17.2530233845
680,19.0287224551
681,17.6561477963
682,12.8119896452
683,17.6066705104
684,18.9878437527
685,16.5820834524
686,18.0841481774
687,17.2527190456
688,17.5896672198
689,16.8342419016
690,18.8515112464
691,17.1498033495
692,18.4764730625
693,17.2933468301
694,14.6335080151
695,17.0315586632
696,14.7009399095
697,16.2560945624
698,15.7541275895
699,18.4128659619
700,19.4143765646
701,18.138905923
702,16.7939353285
703,15.7449778848
704,18.8237259395
705,18.5501566548
706,16.3977254273
707,18.2381444914
708,16.7761343611
709,16.2892220706
710,16.6684416207
711,19.4184806665
712,16.7474995984
713,16.8019886575
714,19.1554389444
715,17.5827391969
716,17.5526950017
717,12.5123617739
718,16.4847977961
719,16.3330271423
720,11.1665683422
721,17.475396675
722,17.1305581215
723,15.2309272453
724,15.9174237188
725,17.3097323943
726,31.4591433609
727,-203.109349594
728,-203.032544333
729,-202.976773493
730,-203.112720108
731,-203.060285252
732,-203.094194411
733,-203.137046964
734,-203.019384981
735,-203.104945288
736,-203.116227866
737,-203.055313781
738,-203.083544759
739,-203.011633968
740,-203.220985797
741,-203.052871218
742,-203.081878684
743,-203.029224323
744,-203.137432423
745,-203.19794013
746,-203.116974988
747,-203.084183625
748,-203.007844602
749,-203.026511323
750,-188.084827763
751,-203.012601028
752,-203.16680341
753,-203.029655165
754,-203.233548046
755,-203.133000359
756,-203.243962968
757,-203.081427276
758,-202.999777085
759,-203.008862259
760,-203.022995256
761,-203.137709391
762,-203.069349177
763,-203.01037672
764,-203.100163685
765,-202.984296003
766,-176.081548593
767,-200.121106734
768,-203.180098417
769,-203.077482128
770,-203.189631829
771,-203.152550548
772,-203.142069067
773,-203.018708145
774,-188.123647282
775,-203.081767536
776,-203.083123297
777,-203.046627098
778,-203.055560222
779,-203.0904922
780,-202.997357675
781,-203.201493153
782,-203.127685124
783,-203.223604935
784,-203.215145963
785,-203.033891996
786,-203.138510972
787,-203.04095646
788,-202.959119122
789,-202.956023314
790,-203.130591965
791,-203.081272533
792,-203.030622521
793,-202.984944441
794,-203.149579948
795,-203.049865139
796,-203.011176251
797,-203.086487017
798,-203.056751765
799,-203.223546246
800,-203.001377675
801,-203.133457565
802,-203.225242164
803,-203.348721687
804,-203.077044259
805,-202.982917098
806,-202.995446483
807,-203.089376564
808,-203.066724048
809,-203.102197623
810,-203.024008152
811,-203.183714873
812,20.7309558182
813,20.315834177
814,19.887191103
815,20.102421284
816,20.1154942383
817,20.6095447939
818,20.1953216931
819,20.1792465522
820,20.9762677852
821,20.8837315286
822,20.4433280454
823,20.0933461891
824,20.845286523
825,19.8384235918
826,20.2523444955
827,20.7847404974
828,19.5089766811
829,20.2922562208
830,20.3346840018
831,20.2672842718
832,20.8618734014
833,20.7525685046
834,20.4855242384
835,20.9782611217
836,20.7943407059
837,20.5904460129
838,19.3978048708
839,19.4059956983
840,20.2144121368
841,20.2018101396
842,20.6393429402
843,20.4925592429
844,20.8519512579
845,20.1813228422
846,19.8592881793
847,19.7263296763
848,20.2401552662
849,21.0753399302
850,20.1782776636
851,20.5141252656
852,20.0494904613
853,20.5654165601
854,20.2709453861
855,20.4020602912
856,20.3584999089
857,20.5215534087
858,20.568550869
859,19.6232326194
860,20.5586506172
861,20.9299864173
862,20.4694527164
863,19.9877103472
864,20.6214314203
865,20.8172578484
866,20.8636803499
867,20.9077992677
868,19.9114249539
869,20.3174702857
870,19.7048210685
871,20.5706549592
872,20.5283674589
873,21.2748667438
874,20.1210902029
875,20.2345398927
876,20.3488623983
877,20.7939344443
878,20.2311596965
879,20.5529883264
880,19.7342040118
881,20.5287678848
882,20.3707054428
883,19.8438240971
884,20.2722259906
885,20.1685724292
886,20.34553139
887,19.788209278
888,20.5635648803
889,19.8477167557
890,19.9059004389
891,20.3477788229
892,20.1166185566
893,20.7149942024
894,19.7565795305
895,20.3534998514
896,20.4363065738
897,20.1515703739
898,20.5652471945
899,20.0245276202
900,20.373474116
901,20.6296764042
902,20.7740165921
903,20.2262879825
904,20.5060660183
905,20.2067890167
906,20.6378658031
907,19.8460355855
908,20.1991336775
909,21.2366625424
910,19.9936691816
911,20.3129748419
912,20.2442429136
913,19.8950023516
914,21.101126714
915,20.0517223688
916,19.2910831259
917,19.6443211352
918,20.1858758497
919,20.1818608296
920,19.6984689546
921,20.0785218457
922,20.8154530294
923,19.8364152464
924,20.2731024256
925,21.078432165
926,20.9573848771
927,21.0393299809
928,20.4483038608
929,20.8106941013
930,19.9922954742
931,19.772985205
932,20.59486736
933,20.2899854824
934,20.4014343876
935,20.5437919362
936,20.0696265537
937,20.5845426269
938,20.5582247642
939,20.5583272982
940,20.4283874339
941,20.2867258818
942,20.4604510917
943,20.3077894124
944,20.0078971423
945,19.8635158187
946,20.1670786108
947,20.5134265548
948,20.8913794717
949,20.6697800996
950,20.8393971653
951,20.2079875512
952,19.8685387048
953,20.2145463963
954,20.3756102877
955,20.7109096537
956,20.4601214486
957,20.1908553934
958,20.1355620767
959,20.3950260577
960,20.9542858669
961,20.6932395636
962,20.0349529187
963,20.0605585354
964,21.2168698052
965,20.4354694405
966,20.3209792723
967,20.9737611074
968,20.1239570713
969,20.8977435936
970,20.0237964405
971,20.5508039667
972,20.372011606
973,19.859768905
974,20.7673499225
975,20.1405557847
976,20.5667353999
977,20.0403020423
978,20.1352674946
979,20.6024707352
980,20.1709690474
981,20.5323416129
982,20.2168487969
983,20.6106726256
984,19.8308508297
985,20.4247962786
986,20.0363247927
987,20.113559807
988,20.1095247139
989,20.4963145921
990,19.9695748247
991,19.8404786185
992,20.6963489703
993,21.119051291
994,20.6723675066
995,20.4672470141
996,20.5081846978
997,20.2041642425
998,20.457010924
999,19.9964295916
1000,19.9244824199
