episod,total_reward
484,17.5853116652
485,18.61558494
486,17.7997338641
487,19.8400135251
488,23.3504810635
489,19.5691042885
490,22.805912364
491,18.7420427026
492,22.1034761344
493,21.0847072409
494,20.7212551826
495,23.796659225
496,23.7623634726
497,20.7312633696
498,23.7644540654
499,23.7656552907
500,23.8056308811
501,23.8057626837
502,23.8056919021
503,23.805646389
504,23.8056228676
505,23.8056293376
506,23.8056173424
507,23.8056244169
508,23.8056574535
509,23.8056277635
510,23.8056220418
511,23.8056366616
512,23.8056770647
513,23.8056500766
514,23.8056403513
515,23.8056553815
516,23.8056278422
517,23.8056578942
518,23.8056477806
519,23.8056434384
520,23.8056468007
521,23.8056162586
522,23.8056108036
523,23.8056666844
524,23.8056452707
525,23.805649048
526,23.8056230999
527,23.8056511033
528,23.8056513743
529,23.8056286473
530,23.8056418753
531,23.8056270843
532,23.805658582
533,23.8056459601
534,23.8056457171
535,23.8056461337
536,23.8056498119
537,23.8056621735
538,23.8056412384
539,23.805641947
540,23.8056323847
541,23.8056445274
542,23.8056495239
543,23.8056359722
544,23.8056522415
545,23.8056138915
546,23.8056513233
547,23.80564439
548,23.8056312114
549,23.8056438938
550,23.8056286994
551,23.805642133
552,23.8056160498
553,23.8056294258
554,23.8056486474
555,23.8056378574
556,23.8056411101
557,23.8056469692
558,23.8056406277
559,23.8056103696
560,23.8056512306
561,23.8056392061
562,23.8056474587
563,23.8056424138
564,23.8056536561
565,23.8056492089
566,23.8056166101
567,23.8056416482
568,23.8056408624
569,23.8056492251
570,23.8056528446
571,23.8056658438
572,23.8056308554
573,23.8056383753
574,23.8056608201
575,23.8056504103
576,23.8056303532
577,23.8056705346
578,23.8056591481
579,23.8056582522
580,23.8056506743
581,23.8056538539
582,23.8056275435
583,23.8056644765
584,23.8056504931
585,23.8056572885
586,23.8056423686
587,23.8056470029
588,23.8056387208
589,23.8056427464
590,23.8056585267
591,23.8056547229
592,23.8056468008
593,23.805643425
594,23.8056607718
595,23.8056351398
596,23.8056848275
597,23.8056786402
598,23.8057025421
599,23.8056895028
600,23.8056547781
601,23.8057716562
602,23.8057193024
603,23.8056361962
604,23.8057473571
605,23.8056414458
606,23.8056979639
607,23.8056871312
608,23.8057044871
609,23.8056878549
610,23.8059020006
611,23.8055405787
612,23.8050085848
613,23.8048492611
614,23.8034381846
615,23.803326022
616,23.7996911047
617,23.7999253619
618,23.8011108551
619,23.8032927986
620,23.8028250985
621,23.8030630886
622,23.8049087892
623,23.8042667068
624,23.8048018339
625,23.8048245091
626,23.8044647287
627,23.8047870581
628,23.8030282997
629,23.8040079343
630,23.8052396
631,23.8042145382
632,23.8051991018
633,23.8048196874
634,23.8039403426
635,23.8037868693
636,23.8060804184
637,23.8002989102
638,23.8013269315
639,23.8039395079
640,23.8035815669
641,23.8056879982
642,23.8025180865
643,23.8033757836
644,20.8086615897
645,21.113205066
646,20.6718268115
647,20.6598058955
648,22.2828196809
649,20.6600981092
650,22.2952691683
651,20.6603784084
652,20.7517158742
653,23.7640399383
654,23.7980273269
655,23.8056459037
656,23.8056379916
657,23.805629934
658,23.8057244873
659,23.8057892519
660,23.8057984039
661,23.8058019281
662,23.8057930991
663,23.8058048277
664,23.8058213603
665,23.8057417115
666,23.8057911061
667,23.8054397837
668,23.805776175
669,23.8056465132
670,23.8057959921
671,23.8057825502
672,23.8057842662
673,23.8056386278
674,23.8056448979
675,23.8056491037
676,23.8056538862
677,23.8058079662
678,23.8056406089
679,23.8056579347
680,23.8056371185
681,23.8056409044
682,23.8057434235
683,23.805645188
684,23.8057441907
685,23.8056475057
686,23.8056444053
687,23.8056329739
688,23.8057432575
689,23.8056190066
690,23.8056388047
691,23.8056426578
692,23.8057016008
693,23.8056738688
694,23.805701473
695,23.8057002679
696,23.805621547
697,23.8056296683
698,23.8056900446
699,23.8056362637
700,23.8056604198
701,23.8057066764
702,23.8056423432
703,23.8056907577
704,23.8056408582
705,23.805657865
706,23.8056891047
707,23.8056270081
708,23.8056415435
709,23.805702728
710,23.8056277852
711,23.8056963317
712,23.8056949367
713,23.8057817366
714,23.8056472581
715,23.8056675252
716,23.8057696288
717,23.8056371444
718,23.8057351743
719,23.8056866689
720,23.8056100194
721,23.8056203234
722,23.8057413922
723,23.8056934353
724,23.8056545223
725,23.8057383678
726,23.8056923745
727,23.805641669
728,23.805643492
729,23.8056447036
730,23.8057031675
731,23.8057159765
732,23.8056484681
733,23.8056169557
734,23.8056869636
735,23.8056948381
736,23.8056412605
737,23.8056374586
738,23.8056894383
739,23.8056789655
740,23.805646677
741,23.805641278
742,23.8056758995
743,23.8057027666
744,23.8057561558
745,23.805692623
746,23.8056727788
747,23.8056677395
748,23.8056246932
749,23.8056904231
750,23.8056944251
751,23.8056518351
752,23.8056741607
753,23.805659023
754,23.8057035539
755,23.8056325646
756,23.8056554121
757,23.805689796
758,23.8056384032
759,23.8057082406
760,23.805710273
761,23.8056473621
762,23.8057066076
763,23.8056372113
764,23.8056554483
765,23.8056871368
766,23.8056621823
767,23.8057165575
768,23.8056473848
769,23.8056973031
770,23.8057168957
771,23.8057051642
772,23.8057048825
773,23.8056382435
774,23.8056275003
775,23.8056843286
776,23.8056814745
777,23.805689413
778,23.8056847312
779,23.8056955792
780,23.8056770519
781,23.8056909953
782,23.8056887518
783,23.8056505265
784,23.8056579852
785,23.8057009445
786,23.8056532088
787,23.8056373637
788,23.80562308
789,23.8056435714
790,23.8056673006
791,23.8056694266
792,23.8056957733
793,23.8057162001
794,23.8056512423
795,23.8056914281
796,23.8055985416
797,23.8056476347
798,23.8057750028
799,23.8056568254
800,23.8056339082
801,23.8057116153
802,23.8056480809
803,23.8056895396
804,23.8056612552
805,23.805653194
806,23.805632608
807,23.8056402413
808,23.8056449985
809,23.8056567036
810,23.8056952406
811,23.8055899938
812,23.8057739291
813,23.8056835213
814,23.8057750193
815,23.8057096048
816,23.8057224252
817,23.8056041233
818,23.805627286
819,23.805625473
820,23.8056643497
821,23.8056968276
822,23.8056587797
823,23.8056493978
824,23.8056377154
825,23.8056818546
826,23.805624502
827,23.8056360904
828,23.8056753298
829,23.8057869032
830,23.8056163543
831,23.8057013365
832,23.8056657128
833,23.8056526349
834,23.805649946
835,23.8056803665
836,23.8057082445
837,23.8056342788
838,23.8056350909
839,23.8056866233
840,23.8056778068
841,23.8056446667
842,23.8057072378
843,23.8056947452
844,23.8055917512
845,23.8056566005
846,23.8056491376
847,23.8056927909
848,23.8056392559
849,23.8056450039
850,23.8056906676
851,23.8057049213
852,23.8056429794
853,23.8056309723
854,23.8056913525
855,23.8056372333
856,23.80564524
857,23.8056428966
858,23.8056411372
859,23.8056987867
860,23.8056538648
861,23.8056463578
862,23.8056776939
863,23.8056595233
864,23.8056984856
865,23.8057049971
866,23.8056822219
867,23.8056430857
868,23.8056224815
869,23.8057064451
870,23.8056617464
871,23.8056390027
872,23.8056092099
873,23.8056468644
874,23.8056949939
875,23.8056927623
876,23.8056476152
877,23.8057054968
878,23.8056735258
879,23.8056599347
880,23.8056609081
881,23.8056333696
882,23.8056233112
883,23.8057115744
884,23.8056947898
885,23.8056396091
886,23.8056147231
887,23.8056462735
888,23.8056751977
889,23.8057121174
890,23.8056936375
891,23.8056236425
892,23.8056950962
893,23.8056886613
894,23.8057195347
895,23.805660358
896,23.8056865582
897,23.8056442447
898,23.8056796093
899,23.8056954145
900,23.8057732317
901,23.8056260935
902,23.8056909088
903,23.8056434425
904,23.805649886
905,23.8056697145
906,23.8056890338
907,23.8056518143
908,23.8056958464
909,23.8057609972
910,23.8056421014
911,23.8057140796
912,23.8057099199
913,23.8056947518
914,23.8056876077
915,23.8057014491
916,23.80569735
917,23.8056778268
918,23.8056937967
919,23.8056495667
920,23.8056666995
921,23.805781213
922,23.8056356134
923,23.8057721267
924,23.8057081845
925,23.8056712629
926,23.8056351542
927,23.8056540283
928,23.8056959817
929,23.8056298701
930,23.8056402563
931,23.8056936387
932,23.8057030352
933,23.8055309531
934,23.8057065311
935,23.8056442485
936,23.8056895799
937,23.8056395664
938,23.8056267895
939,23.8056373567
940,23.8056177489
941,23.8056519841
942,23.8056514887
943,23.805685535
944,23.80567817
945,23.805690102
946,23.805558714
947,23.8056300228
948,23.8056610808
949,23.8056562566
950,23.805706717
951,23.8056298266
952,23.8056449109
953,23.8056274154
954,23.8056463265
955,23.8056936452
956,23.8056857681
957,23.8056740789
958,23.8056785593
959,23.8056995966
960,23.8056404266
961,23.8056661999
962,23.8056773139
963,23.805694183
964,23.8056543563
965,23.8056926995
966,23.807024527
967,23.8056865718
968,23.8057607028
969,23.805683545
970,23.8056505274
971,23.8056345973
972,23.8056336652
973,23.8056341036
974,23.8056821509
975,23.8056662606
976,23.8056366371
977,23.805673126
978,23.8056493629
979,23.8056839888
980,23.8056460507
981,23.8056357768
982,23.8055846524
983,23.8056970408
984,23.8056912599
985,23.8057067503
986,23.8056452527
987,23.8056401669
988,23.8055809647
989,23.8056495076
990,23.8057004257
991,23.8056860482
992,23.8056439373
993,23.805680521
994,23.8057631694
995,23.8057779483
996,23.8055657768
997,23.8056384395
998,23.8057105072
999,23.8056380225
1000,23.8056142844
